Date,Session,Observer,tblEvents.Area,Weather,Comments,Time,Cows,Cows edited by LH,Calves,Prime_Bulls,Raghorns,Spikes,Unk_Male,unknown elk_LH,Total adult males_LH,Total_Elk,Total_elk edited by LH,Harem,White_Bull,Red_Bull,White_Cow,Red_Cow,Behavior,Notes,Location_Code,Location_Name,tluLocations.Area,X_Coord,Y_Coord,Ranch,Pasture
08/15/2014,b,Bernot,D Ranch,,,19:30,,,,1,,,,,,1,Yes,,,,,,ft,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
08/15/2014,b,Bernot,D Ranch,,,19:43,,,,1,,,,,,1,Yes,,,,,,t,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
08/18/2014,a,Bernot,D Ranch,h,,6:15,,,,,1,,,,,1,Yes,,,,,,t,,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
08/18/2014,b,Bernot,D Ranch,,,18:50,,,,1,,,,,,1,Yes,,,,,,t,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
08/21/2014,a,Bernot,D Ranch,,,6:45,,,,1,,,,,,1,Yes,,,,,,t,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
08/28/2014,b,Bernot,D Ranch,o,,19:05,,,,1,,,,,,1,Yes,,,,,,,,ggg,upper pond plat tip,D Ranch,502905.3055,4210684.207,D (Nunes),Pasture B
04/10/2015,a,Bernot,D Ranch,c,,7:00,,,,1,,,,,,1,Yes,,,,,,t,crossing road to ED,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
07/20/2015,a,Bernot,D Ranch,,,5:30,,,,1,,,,,,1,Yes,,,,,,t,,bbb,across DBR from intersection,D Ranch,502230.5899,4211153.659,E (Nunes),SFD West
07/20/2015,a,Bernot,D Ranch,,,5:30,,,,1,,,,,,1,Yes,,,,,,t,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
07/20/2015,a,Bernot,D Ranch,,,5:30,,,,1,,,,,,1,Yes,,,,,,,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
07/20/2015,b,Bernot,D Ranch,,,19:06,,,,1,,,,,,1,Yes,,,,,,,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
07/23/2015,a,Bernot,D Ranch,,,6:00,,,,1,,,,,,1,Yes,,,,,,,,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
07/25/2015,a,Bernot,D Ranch,f,,6:35,,,,1,,,,,,1,Yes,,,,,,,,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
07/25/2015,a,Bernot,D Ranch,f,,6:35,,,,1,,,,,,1,Yes,,,,,,f,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
07/28/2015,a,Bernot,D Ranch,,,6:06,,,,1,,,,,,1,Yes,,,,,,,bugling,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
07/31/2015,a,Bernot,D Ranch,,,5:30,,,,1,,,,,,1,Yes,,,,,,s,bugling,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/03/2015,a,Bernot,D Ranch,,,8:50,,,,1,,,,,,1,Yes,,,,,,,,ddd,across cyn upper pond,D Ranch,502998.6398,4210815.382,D (Nunes),Pasture B
08/04/2015,a,Bernot,D Ranch,,,7:05,,,,1,,,,,,1,Yes,,,,,,,,sss,E dunes feed gate,,502045.0766,4211766.812,E (Nunes),SFD West
08/05/2015,a,Bernot,D Ranch,f,,5:30,,,,1,,,,,,1,Yes,,,,,,t,,f,east D between upper pond and road north,D Ranch,502649.4592,4210624.19,D (Nunes),Pasture B
08/06/2015,a,Bernot,D Ranch,h,,6:00,,,,1,,,,,,1,Yes,,,,,,t,,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
08/06/2015,a,Bernot,D Ranch,h,,6:07,,,,1,,,,,,1,Yes,,,,,,s,bugling,uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
08/06/2015,a,Bernot,D Ranch,h,,6:07,,,,1,,,,,,1,Yes,,,,,,s,bugling,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
08/07/2015,a,Bernot,D Ranch,,,6:20,,,,1,,,,,,1,Yes,,,,,,t,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
08/13/2015,a,Bernot,D Ranch,f,,6:00,,,,1,,,,,,1,Yes,,,,,,t,,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
08/13/2015,a,Bernot,D Ranch,f,,6:00,,,,1,,,,,,1,Yes,,,,,,t,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
08/18/2015,a,Bernot,D Ranch,o,,6:10,,,,,1,,,,,1,Yes,,,,,,t,,f,east D between upper pond and road north,D Ranch,502649.4592,4210624.19,D (Nunes),Pasture B
08/18/2015,a,Bernot,D Ranch,o,,6:10,,,,1,,,,,,1,Yes,,,,,,r,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
08/19/2015,a,Bernot,D Ranch,o,,6:40,,,,,1,,,,,1,Yes,,,,,,t,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
08/19/2015,a,Bernot,D Ranch,o,,6:40,,,,1,,,,,,1,Yes,,,,,,t,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
08/20/2015,a,Bernot,D Ranch,o,,7:30,,,,1,,,,,,1,Yes,,,,,,t,bull with woven fencing in antlers,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
08/21/2015,a,Bernot,D Ranch,,,7:08,,,,1,,,,,,1,Yes,,,,,,t,,ii,west D across from house,D Ranch,503101.3912,4209954.221,D (Spaletta),West
08/25/2015,a,Bernot,D Ranch,,,8:17,,,,1,,,,,,1,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
08/25/2015,a,Bernot,D Ranch,,,8:17,,,,1,,,,,,1,Yes,,,,,,t,,ii,west D across from house,D Ranch,503101.3912,4209954.221,D (Spaletta),West
08/28/2015,a,Bernot,D Ranch,h,,6:20,,,,,1,,,,,1,Yes,,,,,,t,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
09/02/2015,a,Bernot,D Ranch,h,,5:50,,,,1,,,,,,1,Yes,,,,,,t,crossing DBR west to east,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
09/03/2015,a,Bernot,D Ranch,c,,6:59,,,,1,,,,,,1,Yes,,,,,,f,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
09/03/2015,a,Bernot,D Ranch,c,,7:17,,,,1,,,,,,1,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
09/24/2015,a,Bernot,D Ranch,p,,7:10,,,,1,,,,,,1,Yes,,,,,,f,,qq,sewage pond road east,D Ranch,502147.1866,4209092.089,C (Spaletta),Back Field
09/25/2015,a,Bernot,D Ranch,h,,7:10,,,,1,,,,,,1,Yes,,,,,,t,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
10/19/2015,a,Bernot,D Ranch,,,8:40,,,,1,,,,,,1,Yes,,,,,,r,"dead bull, road strike",h,east D upper pond spillway,D Ranch,502814.0731,4210604.153,D (Nunes),Pasture B
10/23/2015,a,Bernot,D Ranch,h,,7:44,,,,,,1,,,,1,Yes,,,,,,t,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
10/26/2015,a,Bernot,D Ranch,,,7:30,,,,,,1,,,,1,Yes,,,,,,t,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
10/26/2015,a,Bernot,D Ranch,,,7:40,,,,1,,,,,,1,Yes,,,,,,f,,qq,sewage pond road east,D Ranch,502147.1866,4209092.089,C (Spaletta),Back Field
10/27/2015,a,Bernot,D Ranch,o,,7:23,,,,,,1,,,,1,Yes,,,,,,,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
10/27/2015,a,Bernot,D Ranch,o,,7:29,,,,1,,,,,,1,Yes,,,,,,f,,qq,sewage pond road east,D Ranch,502147.1866,4209092.089,C (Spaletta),Back Field
11/03/2015,a,Bernot,D Ranch,,,6:29,,,,,1,,,,,1,Yes,,,,,,t,cross DBR west to east,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
11/30/2015,a,Bernot,D Ranch,,,8:10,,,,1,,,,,,1,Yes,,,,,,r,,ggg,upper pond plat tip,D Ranch,502905.3055,4210684.207,D (Nunes),Pasture B
03/04/2016,a,Bernot,D Ranch,f,,7:20,,,,1,,,,,,1,Yes,,,,,,t,,cccc,B pond,,501095.6564,4208279.662,B (Mendoza),
08/30/2012,a,Bernot,D Ranch,,,8:00,1,,,1,,,,,,2,Yes,,,,,,,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
09/04/2012,a,Bernot,D Ranch,,,8:10,1,,,1,,,,,,2,Yes,,,,,,,,lll,E side of fence NW corner,D Ranch,502990.5008,4211228.177,D (Nunes),Pasture C
09/12/2012,a,Bernot,D Ranch,,,7:04,1,,1,,,,,,,2,Yes,,,,,,,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
03/18/2013,a,Bernot,D Ranch,,,7:47,1,,1,,,,,,,2,Yes,,,,,,t,first calf of the year,jj,west D natural area low,D Ranch,503180.9083,4209221.827,Non-permit,Non-permit
05/14/2013,b,Bernot,D Ranch,,,12:15,1,,1,,,,,,,2,Yes,,,,,,t,,o,east D far ridge bull sunning spot 3,D Ranch,503511.1787,4210299.244,D (Nunes),Pasture B
05/20/2013,a,Bernot,D Ranch,,,6:00,1,,,,,1,,,,2,Yes,,,,,,t,,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
07/17/2013,a,Press,D Ranch,,,14:45,1,,1,,,,,,,2,Yes,,,,,,,lone cow/calf pair,cc,dead bull skeleton,D Ranch,503741.0589,4210163.117,D (Nunes),Pasture B
08/12/2013,a,Press,D Ranch,,,14:25,1,,,1,,,,,,2,Yes,,,,,,,,bb,above horseshoe pond inside permit,D Ranch,503915.8525,4209945.949,D (Nunes),Pasture B
09/03/2013,a,Bernot,D Ranch,,,6:40,1,,,1,,,,,,2,Yes,,,,,,tf,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
09/04/2013,b,Bernot,D Ranch,,,11:42,1,,,1,,,,,,2,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
08/05/2014,a,Bernot,D Ranch,h,,5:58,1,,,1,,,,,,2,Yes,,,,,x,t,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
10/22/2014,a,Bernot,D Ranch,c,,7:20,1,,1,,,,,,,2,Yes,,,,,x,t,spotted calf,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
10/28/2014,b,Bernot,D Ranch,c,,18:05,1,,1,,,,,,,2,Yes,,,,,x,r,"spotted calf, cow limping",ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
05/20/2015,a,Bernot,D Ranch,,,8:55,1,,1,,,,,,,2,Yes,,,,,,ft,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
03/08/2016,a,Bernot,D Ranch,c,,7:40,1,,1,,,,,,,2,Yes,,,,,,t,first calf 2016,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
04/04/2012,a,Bernot,D Ranch,,,7:17,2,,,,,,,,,2,Yes,,,,,,,,jj,west D natural area low,D Ranch,503180.9083,4209221.827,Non-permit,Non-permit
08/13/2012,b,Bernot,D Ranch,,,15:30,2,,,,,,,,,2,Yes,,,,,,,,jj,west D natural area low,D Ranch,503180.9083,4209221.827,Non-permit,Non-permit
08/29/2012,b,Bernot,D Ranch,,,10:00,2,,,,,,,,,2,Yes,,,,,,,returned after home ranch survey,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
05/03/2013,a,Bernot,D Ranch,,,10:30,2,,,,,,,,,2,Yes,,,,0,,t,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
05/14/2013,a,Bernot,D Ranch,,,6:42,2,,,,,,,,,2,Yes,,,,,,f,,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
05/16/2013,a,Bernot,D Ranch,,,6:24,2,,,,,,,,,2,Yes,,,,,,t,,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
05/16/2013,b,Bernot,D Ranch,,,11:40,2,,,,,,,,,2,Yes,,,,1,x,f,,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
09/23/2013,b,Press,D Ranch,,,13:45,2,,,,,,,,,2,Yes,,,,,,,,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
04/17/2014,a,Bernot,D Ranch,,,8:30,2,,,,,,,,,2,Yes,,,,x,x,r,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
04/22/2014,a,Bernot,D Ranch,wc,,9:05,2,,,,,,,,,2,Yes,,,,,x,t,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
04/23/2014,a,Bernot,D Ranch,bc,,7:55,2,,,,,,,,,2,Yes,,,,,0,f,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
04/25/2014,a,Bernot,D Ranch,rf,,6:28,2,,,,,,,,,2,Yes,,,,,x,r,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
07/10/2014,a,Bernot,D Ranch,d,,7:40,2,,,,,,,,,2,Yes,,,,1,0,t,,ooo,showy clover plots,D Ranch,504318.8248,4210084.961,Non-permit,Non-permit
07/10/2014,b,Bernot,D Ranch,,,19:40,2,,,,,,,,,2,Yes,,,,,x,f,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
04/27/2015,a,Bernot,D Ranch,c,,7:20,2,,,,,,,,,2,Yes,,,,,,t,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
04/29/2015,a,Bernot,D Ranch,cw,,8:15,2,,,,,,,,,2,Yes,,,,,,t,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
11/01/2010,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
12/07/2010,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,t,crossed DB road from west to east,gg,west D feed gate,D Ranch,502653.5847,4210414.583,D (Spaletta),West
12/28/2010,a,Bernot,D Ranch,,,,,,,,2,,,,,2,Yes,,,,,,,,gg,west D feed gate,D Ranch,502653.5847,4210414.583,D (Spaletta),West
01/12/2011,a,Bernot,D Ranch,,,,,,,1,,1,,,,2,Yes,,,,,,,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
01/14/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,gg,west D feed gate,D Ranch,502653.5847,4210414.583,D (Spaletta),West
01/18/2011,a,Bernot,D Ranch,,,7:00,,,,1,,,1,,,2,Yes,,,,,,t,crossed DB road from west to east,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
01/21/2011,a,Bernot,D Ranch,,,6:45,,,,2,,,,,,2,Yes,,,,,,,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
01/24/2011,a,Bernot,D Ranch,,,6:45,,,,2,,,,,,2,Yes,,,,,,t,crossed DB road west to east,ii,west D across from house,D Ranch,503101.3912,4209954.221,D (Spaletta),West
01/24/2011,a,Bernot,D Ranch,,,7:00,,,,1,,,1,,,2,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
01/24/2011,a,Bernot,D Ranch,,,7:25,,,,,2,,,,,2,Yes,,,,,,t,crossed DB road west to east,ii,west D across from house,D Ranch,503101.3912,4209954.221,D (Spaletta),West
07/29/2011,a,Bernot,D Ranch,,,,,,,1,1,,,,,2,Yes,,,,,,,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
08/11/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
08/30/2011,a,Bernot,D Ranch,,,,,,,,1,1,,,,2,Yes,,,,,,,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
08/30/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,t,crossed DB road west to east ,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
09/12/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
09/30/2011,a,Bernot,D Ranch,,,8:30,,,,2,,,,,,2,Yes,,,,,,,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
10/24/2011,a,Bernot,D Ranch,,,7:00,,,,2,,,,,,2,Yes,,,,,,,,b,east D fenceline far north end,D Ranch,502552.6275,4210951.928,D (Nunes),Pasture B
11/02/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
11/04/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
11/07/2011,a,Bernot,D Ranch,,,,,,,,,2,,,,2,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
11/15/2011,a,Bernot,D Ranch,,,,,,,,,2,,,,2,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
11/18/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,bb,above horseshoe pond inside permit,D Ranch,503915.8525,4209945.949,D (Nunes),Pasture B
11/20/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
12/05/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,t,crossed DB road west to east,jj,west D natural area low,D Ranch,503180.9083,4209221.827,Non-permit,Non-permit
12/27/2011,a,Bernot,D Ranch,,,,,,,2,,,,,,2,Yes,,,,,,,,r,east D plateau outer slope low,D Ranch,503641.8326,4209855.021,D (Nunes),Pasture B
01/03/2012,a,Bernot,D Ranch,,,10:00,,,,2,,,,,,2,Yes,,,,,,,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
01/12/2012,a,Bernot,D Ranch,,,7:00,,,,2,,,,,,2,Yes,,,,,,,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
01/17/2012,a,Bernot,D Ranch,,,8:00,,,,2,,,,,,2,Yes,,,,,,,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
01/30/2012,a,Bernot,D Ranch,,,10:30,,,,2,,,,,,2,Yes,,,,,,,,cc,dead bull skeleton,D Ranch,503741.0589,4210163.117,D (Nunes),Pasture B
03/09/2012,a,Bernot,D Ranch,,,9:50,,,,2,,,,,,2,Yes,,,,,,,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
05/29/2012,a,Bernot,D Ranch,,,6:24,,,,2,,,,,,2,Yes,,,,,,,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
06/04/2012,a,Bernot,D Ranch,,,6:30,,,,,,,2,,,2,Yes,,,,,,,fence damage DB road,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
06/22/2012,a,Bernot,D Ranch,,,6:30,,,,2,,,,,,2,Yes,,,,,,,rutting behavior,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
06/22/2012,a,Bernot,D Ranch,,,6:50,,,,,2,,,,,2,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
07/10/2012,a,Bernot,D Ranch,,,6:45,,,,2,,,,,,2,Yes,,,,,,,,f,east D between upper pond and road north,D Ranch,502649.4592,4210624.19,D (Nunes),Pasture B
07/24/2012,a,Bernot,D Ranch,,,8:25,,,,2,,,,,,2,Yes,,,,,,,crossed DB road west to east,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
07/24/2012,a,Bernot,D Ranch,,,8:27,,,,,2,,,,,2,Yes,,,,,,f,,b,east D fenceline far north end,D Ranch,502552.6275,4210951.928,D (Nunes),Pasture B
07/24/2012,a,Bernot,D Ranch,,,8:30,,,,2,,,,,,2,Yes,,,,,,r,,k,east D far ridge bull sunning spot,D Ranch,503128.0451,4210654.128,D (Nunes),Pasture B
07/25/2012,a,Bernot,D Ranch,,,6:00,,,,,2,,,,,2,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
07/25/2012,a,Bernot,D Ranch,,,6:33,,,,2,,,,,,2,Yes,,,,,,,,eee,C/E square gate,D Ranch,502210.9503,4210793.864,D (Nunes),13 acres
08/06/2012,a,Bernot,D Ranch,,,8:47,,,,2,,,,,,2,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
08/08/2012,a,Bernot,D Ranch,,,7:20,,,,2,,,,,,2,Yes,,,,,,,crossed DR road from west to east ,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
08/14/2012,a,Bernot,D Ranch,,,7:40,,,,2,,,,,,2,Yes,,,,,,,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
08/14/2012,b,Bernot,D Ranch,,,19:00,,,,2,,,,,,2,Yes,,,,,,,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
08/15/2012,a,Bernot,D Ranch,,,6:03,,,,2,,,,,,2,Yes,,,,,,,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
08/20/2012,a,Bernot,D Ranch,,,7:20,,,,,1,1,,,,2,Yes,,,,,,,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
08/20/2012,a,Bernot,D Ranch,,,7:20,,,,2,,,,,,2,Yes,,,,,,,,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
08/21/2012,a,Bernot,D Ranch,,,6:08,,,,,2,,,,,2,Yes,,,,,,,crossed SFD road to bbb,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
08/29/2012,a,Bernot,D Ranch,,,7:00,,,,,2,,,,,2,Yes,,,,,,,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
08/29/2012,a,Bernot,D Ranch,,,7:13,,,,,,2,,,,2,Yes,,,,,,,,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/04/2012,a,Bernot,D Ranch,,,7:15,,,,,2,,,,,2,Yes,,,,,,tf,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
09/04/2012,a,Bernot,D Ranch,,,7:45,,,,,,2,,,,2,Yes,,,,,,,B ranch first double gate crossing road south to north,ppp,B ranch 1st hill,,501403.6059,4208667.227,B (Mendoza),4
09/07/2012,a,Bernot,D Ranch,,,6:00,,,,2,,,,,,2,Yes,,,,,,f,C ranch horse pasture,fff,across SFD from sew pond road gate,D Ranch,501329.4188,4209991.742,C (Spaletta),Behind The House
09/07/2012,a,Bernot,D Ranch,,,6:07,,,,,2,,,,,2,Yes,,,,,,t,,I,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
09/07/2012,a,Bernot,D Ranch,,,6:50,,,,2,,,,,,2,Yes,,,,,,f,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
09/10/2012,a,Bernot,D Ranch,,,7:10,,,,2,,,,,,2,Yes,,,,,,t,crossed road from west to east,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
09/10/2012,b,Bernot,D Ranch,,,18:25,,,,2,,,,,,2,Yes,,,,,,t,traveling to kk,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
09/12/2012,a,Bernot,D Ranch,,,6:59,,,,1,1,,,,,2,Yes,,,,,,,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
09/13/2012,a,Bernot,D Ranch,,,7:44,,,,,,2,,,,2,Yes,,,,,,,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
09/13/2012,a,Bernot,D Ranch,,,8:05,,,,2,,,,,,2,Yes,,,,,,t,crossed sfd from ee,bbb,across DBR from intersection,D Ranch,502230.5899,4211153.659,E (Nunes),SFD West
09/17/2012,a,Bernot,D Ranch,,,7:14,,,,2,,,,,,2,Yes,,,,,,,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
09/17/2012,a,Bernot,D Ranch,,,7:14,,,,,1,1,,,,2,Yes,,,,,,,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
09/18/2012,a,Bernot,D Ranch,,,7:33,,,,1,1,,,,,2,Yes,,,,,,,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
09/18/2012,a,Bernot,D Ranch,,,7:33,,,,,1,1,,,,2,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
09/24/2012,a,Bernot,D Ranch,,,11:51,,,,2,,,,,,2,Yes,,,,,,r,,qq,sewage pond road east,D Ranch,502147.1866,4209092.089,C (Spaletta),Back Field
09/26/2012,a,Bernot,D Ranch,,,7:40,,,,2,,,,,,2,Yes,,,,,,f,,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
09/26/2012,a,Bernot,D Ranch,,,7:40,,,,1,1,,,,,2,Yes,,,,,,t,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
10/02/2012,b,Bernot,D Ranch,,,17:37,,,,2,,,,,,2,Yes,,,,,,r,injured bull,zz,C ranch center road,D Ranch,502283.6546,4210441.384,C (Spaletta),Dam Field
