Date,Session,Observer,tblEvents.Area,Weather,Comments,Time,Cows,Cows edited by LH,Calves,Prime_Bulls,Raghorns,Spikes,Unk_Male,unknown elk_LH,Total adult males_LH,Total_Elk,Total_elk edited by LH,Harem,White_Bull,Red_Bull,White_Cow,Red_Cow,Behavior,Notes,Location_Code,Location_Name,tluLocations.Area,X_Coord,Y_Coord,Ranch,Pasture
09/04/2012,a,Bernot,D Ranch,,,8:05,10,Yes,,,,,,41,0,51,,1,,,,,,,qq,sewage pond road east,D Ranch,502147.1866,4209092.089,C (Spaletta),Back Field
12/08/2011,a,Bernot,D Ranch,,,,10,Yes,,,,,,42,0,52,,1,,,,,,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
12/31/2012,b,Bernot,D Ranch,,,10:00,10,Yes,,,,,,42,0,52,,1,,1,1,1,r,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
09/20/2013,a,Bernot,D Ranch,,,10:30,10,Yes,,,,,,42,0,52,,1,,,x,0,fr,,oo,C ranch- west D border fence gulch,D Ranch,502611.7336,4209996.072,D (Spaletta),West
08/20/2012,b,Bernot,D Ranch,,,17:40,10,Yes,,,,,,43,0,53,,1,,,,,,hazed to jj,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
09/17/2012,a,Bernot,D Ranch,,,7:55,10,Yes,,,,,,44,0,54,,1,,,,,,hazed to oo,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/17/2012,a,Bernot,D Ranch,,,8:20,10,Yes,,,,,,44,0,54,,1,,,,,,hazed to jj,jj,west D natural area low,D Ranch,503180.9083,4209221.827,Non-permit,Non-permit
09/18/2012,b,Bernot,D Ranch,,,17:29,10,Yes,,,,,,44,0,54,,1,,,,,rf,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
09/19/2012,a,Bernot,D Ranch,,,7:10,10,Yes,,,,,,44,0,54,,1,,,,,t,hazed to oo 725,yy,C ranch near SFD,D Ranch,501961.2338,4210598.075,C (Spaletta),Dam Field
09/19/2012,a,Bernot,D Ranch,,,9:00,10,Yes,,,,,,44,0,54,,1,,,,,,hazed to v,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
10/02/2012,a,Bernot,D Ranch,,,7:00,10,Yes,,,,,,44,0,54,,1,,,,,f,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
11/01/2013,a,Bernot,D Ranch,c,,7:50,10,Yes,,,,,,44,0,54,,1,,,x,x,ft,"hazed to WD, DBt 0835, OH 0850",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
02/11/2014,a,Bernot,D Ranch,o,,10:13,10,Yes,,,,,,44,0,54,,1,,,0,0,r,,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
10/03/2012,b,Bernot,D Ranch,,,17:20,10,Yes,,,,,,45,0,55,,1,,,,,f,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
01/10/2013,a,Bernot,D Ranch,,,14:00,10,Yes,,,,,,45,0,55,,1,,1,1,1,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
11/27/2013,b,Bernot,D Ranch,c,,12:12,10,Yes,,,,,,45,0,55,,1,,,0,0,r,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
12/04/2015,a,Bernot,D Ranch,,,11:52,10,Yes,,,,,,45,0,55,,1,,,,,r,,y,outer horick near cliffs,D Ranch,503739.6464,4209229.118,Non-permit,Non-permit
01/08/2015,a,Bernot,D Ranch,,,8:00,10,Yes,,,,,,46,0,56,,1,,,,1,fr,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
11/12/2015,a,Bernot,D Ranch,,,7:00,10,Yes,,,,,,46,0,56,,1,,,,,t,,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
06/18/2014,a,Bernot,D Ranch,,,6:40,10,Yes,,,,,,47,0,57,,1,,,,0,fs,bull herding,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
11/04/2014,a,Bernot,D Ranch,c,,8:19,10,Yes,,,,,,47,0,57,,1,,,,1,ft,"hazed to WD,DBt815,OH926",uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
07/31/2015,b,Bernot,D Ranch,,,14:00,10,Yes,,,,,,47,0,57,,1,,,,,,"hazed to DW, DBT 1443",ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
08/01/2012,a,Bernot,D Ranch,,,7:50,10,Yes,,,,,,48,0,58,,1,,,,,,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
11/27/2012,a,Bernot,D Ranch,,,7:40,10,Yes,,,,,,48,0,58,,1,,,0,0,r,,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/04/2013,b,Bernot,D Ranch,,,10:05,10,Yes,,,,,,48,0,58,,1,,,1,1,rf,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
03/08/2016,a,Bernot,D Ranch,c,,7:31,10,Yes,,,,,,48,0,58,,1,,,,,t,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
09/10/2012,a,Bernot,D Ranch,,,7:35,10,Yes,,,,,,49,0,59,,1,,,,,t,traveling without hazing,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
11/15/2013,a,Bernot,D Ranch,cw,,7:05,10,Yes,,,,,,49,0,59,,1,,1,1,1,f,"hazed to WD 730, DBt 754",oo,C ranch- west D border fence gulch,D Ranch,502611.7336,4209996.072,D (Spaletta),West
08/03/2012,a,Bernot,D Ranch,,,10:00,10,Yes,,,,,,50,0,60,,1,,,,,fr,hazed to DB tract 10 minutes,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/06/2012,a,Bernot,D Ranch,,,7:20,10,Yes,,,,,,51,0,61,,1,,,,,,hazed to west D ranch 40 minutes,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
11/29/2013,a,Bernot,D Ranch,h,,7:18,10,Yes,,,,,,52,0,62,,1,,,0,0,fr,"hazed to WD, DBt, OH",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/04/2014,b,Bernot,D Ranch,o,,18:54,10,Yes,,,,,,52,0,62,,1,,,,x,rf,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
08/08/2012,a,Bernot,D Ranch,,,7:00,10,Yes,,,,,,53,0,63,,1,,,,,,,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/06/2014,b,Bernot,D Ranch,,,19:29,10,Yes,,,,,,53,0,63,,1,,,,1,f,"hazed to WD 2000, DBt 2020",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/18/2015,a,Bernot,D Ranch,o,,7:27,10,Yes,,,,,,53,0,63,,1,,,,,tf,"hazed to WD, DBt 900",ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
02/10/2015,a,Bernot,D Ranch,c,,7:30,10,Yes,,,,,,54,0,64,,1,,,1,1,rf,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
08/28/2015,a,Bernot,D Ranch,h,,6:20,10,Yes,,,,,,54,0,64,,1,,,,,t,"hazed to WD 750, DBt 808, OH 820",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
12/15/2014,a,Bernot,D Ranch,r,,7:10,10,Yes,,,,,,55,0,65,,1,,,,1,tf,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
09/08/2015,a,Bernot,D Ranch,c,,6:00,10,Yes,,,,,,55,0,65,,1,,,,,ft,"hazed to WD, DBt, OH 715",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
02/09/2015,a,Bernot,D Ranch,,,8:22,10,Yes,,,,,,56,0,66,,1,,,1,1,r,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
12/15/2015,a,Bernot,D Ranch,,,12:00,10,Yes,,,,,,56,0,66,,1,,,,,f,hazed to WD,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
01/04/2016,a,Bernot,D Ranch,,,7:02,10,Yes,,,,,,56,0,66,,1,,,,,,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
01/08/2016,a,Bernot,D Ranch,,,7:40,10,Yes,,,,,,56,0,66,,1,,,,,,hazed to WD 805,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
01/27/2015,a,Bernot,D Ranch,o,,7:20,10,Yes,,,,,,57,0,67,,1,,,,,,,uuu,above hsp far point,,504783.3869,4209482.309,Non-permit,Non-permit
09/08/2014,a,Bernot,D Ranch,o,,7:05,10,Yes,,,,,,60,0,70,,1,,,,1,f,"hazed to WD, DBt, OH 741",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/28/2014,b,Bernot,D Ranch,o,,19:15,10,Yes,,,,,,61,0,71,,1,,,,0,r,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
09/10/2014,a,Bernot,D Ranch,o,,7:10,10,Yes,,,,,,64,0,74,,1,,,,0,rf,"hazed to WD, DBt, OH 810",uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
09/19/2014,a,Bernot,D Ranch,f,,8:30,10,Yes,,,,,,64,0,74,,1,,,,1,r,"hazed to WD900, hazed again to DBt934",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
07/20/2015,a,Bernot,D Ranch,,,5:40,10,Yes,,,,,,65,0,75,,1,,,,1,,"hazed to WD, dbt 620, OH 630",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
08/03/2015,a,Bernot,D Ranch,,,6:20,10,Yes,,,,,,65,0,75,,1,,,,,,"hazed to DW, DBT, OH 640",uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
08/28/2014,a,Bernot,D Ranch,f,,7:30,10,Yes,,,,,,71,0,81,,1,,,,0,rs,"hazed to WD 749, hazed again DBt 810",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/22/2012,b,Bernot,D Ranch,,,15:37,6,"<10 cows, but harem checked",3,1,,,,0,1,10,,1,,,,,,sub harem,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
08/15/2014,b,Bernot,D Ranch,,,18:55,9,"<10 cows, but harem checked",,1,,,,0,1,10,,1,,,,0,r,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
03/04/2016,a,Bernot,D Ranch,f,,6:47,10,,,,,1,,0,0,11,,1,,,,,t,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
09/11/2012,a,Bernot,D Ranch,,,6:33,10,Yes,,1,,,,2,1,13,,1,,,,,,,yy,C ranch near SFD,D Ranch,501961.2338,4210598.075,C (Spaletta),Dam Field
09/12/2012,a,Bernot,D Ranch,,,6:49,11,,5,1,,,,0,1,17,,1,,,,,s,"not hazed, limping calf",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
02/24/2014,a,Bernot,D Ranch,c,,7:25,16,,,,,1,,0,0,17,,1,,,x,0,f,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
05/28/2015,a,Bernot,D Ranch,hw,,6:49,10,Yes,,1,,,,10,1,21,,1,,,,,fs,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
09/02/2015,a,Bernot,D Ranch,h,,9:15,19,,5,1,,,,0,1,25,,1,,,,,t,hazed to WD 925,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/17/2012,b,Bernot,D Ranch,,,17:18,10,Yes,,1,,,,17,1,28,,1,,,,,,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
09/17/2012,b,Bernot,D Ranch,,,18:00,10,Yes,,1,,,,17,1,28,,1,,,,,,not hazed,uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
08/20/2013,a,Bernot,D Ranch,,,7:30,10,Yes,,1,,,,17,1,28,,1,,,0,0,t,bull bugling,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
09/13/2012,a,Bernot,D Ranch,,,7:40,10,Yes,10,1,,,,9,1,30,,1,,,,,,,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
10/28/2010,a,Bernot,D Ranch,,,,10,Yes,,1,,,,22,1,33,,1,,,,,,,uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
07/30/2013,a,Press,D Ranch,,,12:00,10,Yes,,1,,,,23,1,34,,1,,,x,1,,other half of main herd,rr,C ranch electric fence pasture,D Ranch,502042.5589,4210427.138,C (Spaletta),Dam Field
02/25/2013,a,Bernot,D Ranch,,,8:00,10,Yes,,,1,,,30,1,41,,1,,,1,1,t,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
09/21/2015,a,Bernot,D Ranch,c,,7:07,10,Yes,,1,,,,32,1,43,,1,,,,1,rf,"hazed to WD, DBT 808",ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
05/01/2015,a,Bernot,D Ranch,c,,7:35,10,Yes,6,,1,,,26,1,43,,1,,,,,fr,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
05/20/2013,a,Bernot,D Ranch,,,6:02,10,Yes,8,1,,,,27,1,46,,1,,,x,1,fs,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
01/25/2013,a,Bernot,D Ranch,,,7:30,10,Yes,,1,,,,37,1,48,,1,,,0,1,rf,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
12/09/2013,a,Bernot,D Ranch,,,7:45,10,Yes,,1,,,,41,1,52,,1,,,1,1,f,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
05/19/2015,a,Bernot,D Ranch,o,,7:38,10,Yes,12,,1,,,29,1,52,,1,,,,,r,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
08/30/2013,a,Bernot,D Ranch,,,7:15,10,Yes,,1,,,,46,1,57,,1,,,0,0,fst,"bull bugling, herding",r,east D plateau outer slope low,D Ranch,503641.8326,4209855.021,D (Nunes),Pasture B
10/28/2013,a,Bernot,D Ranch,,,7:18,10,Yes,,1,,,,49,1,60,,1,,,0,0,f,hazed to WD,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
12/28/2015,a,Bernot,D Ranch,,,8:30,10,Yes,,1,,,,52,1,63,,1,,,,,t,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
01/12/2015,a,Bernot,D Ranch,,,10:05,10,Yes,,1,,,,55,1,66,,1,,,1,,f,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
08/03/2015,a,Bernot,D Ranch,,,7:40,12,,,2,,,,0,2,14,,1,,,,,,repaired first crossing,ooo,showy clover plots,D Ranch,504318.8248,4210084.961,Non-permit,Non-permit
05/07/2013,a,Bernot,D Ranch,,,19:30,10,Yes,,1,,1,,10,1,22,,1,,,x,1,f,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
08/17/2015,a,Bernot,D Ranch,,,5:40,10,Yes,,2,,,,13,2,25,,1,,,,,fs,"hazed to WD, DBt 634",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
07/30/2013,a,Press,D Ranch,,,12:00,10,Yes,,2,,,,15,2,27,,1,,,0,x,,half of main herd,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/11/2012,a,Bernot,D Ranch,,,6:33,10,Yes,,2,,,,16,2,28,,1,,,,,,hazed to oo,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
08/23/2013,b,Bernot,D Ranch,,,17:31,10,Yes,,2,,,,18,2,30,,1,,,1,1,fs,,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
03/17/2015,a,Bernot,D Ranch,,,8:00,29,,1,,,,2,0,2,32,,1,,,,1,ft,,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
07/27/2012,a,Bernot,D Ranch,,,7:20,10,Yes,,2,,,,23,2,35,,1,,,,,f,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
12/21/2010,a,Bernot,D Ranch,,,,10,Yes,,,2,,,24,2,36,,1,,,,,t,2 rags crossed DB west to east,jj,west D natural area low,D Ranch,503180.9083,4209221.827,Non-permit,Non-permit
09/21/2012,a,Bernot,D Ranch,,,6:35,10,Yes,,2,,,,40,2,52,,1,,,,,t,hazed to nn 700,yy,C ranch near SFD,D Ranch,501961.2338,4210598.075,C (Spaletta),Dam Field
09/18/2012,a,Bernot,D Ranch,,,6:52,10,Yes,,2,,,,41,2,53,,1,,,,,f,hazed to oo 720,yy,C ranch near SFD,D Ranch,501961.2338,4210598.075,C (Spaletta),Dam Field
09/17/2012,a,Bernot,D Ranch,,,7:05,10,Yes,,2,,,,42,2,54,,1,,,,,tf,"not hazed, traveling towards nn independently",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
09/24/2015,a,Bernot,D Ranch,p,,9:26,10,Yes,,2,,,,44,2,56,,1,,,,,r,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
09/15/2015,a,Bernot,D Ranch,p,,8:23,10,Yes,,2,,,,50,2,62,,1,,,,,r,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
01/06/2015,a,Bernot,D Ranch,,,12:36,10,Yes,,2,,,,51,2,63,,1,,,,,r,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
08/04/2014,b,Bernot,D Ranch,,,18:29,10,Yes,,3,,,,8,3,21,,1,,,,0,rs,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
07/17/2015,a,Bernot,D Ranch,,,6:38,10,Yes,9,,,,3,8,3,30,,1,,,,,,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
05/10/2013,a,Bernot,D Ranch,,,14:25,10,Yes,6,1,,2,,13,1,32,,1,,1,x,0,r,,r,east D plateau outer slope low,D Ranch,503641.8326,4209855.021,D (Nunes),Pasture B
08/16/2012,a,Bernot,D Ranch,,,6:30,10,Yes,,3,,,,27,3,40,,1,,,,,,,h,east D upper pond spillway,D Ranch,502814.0731,4210604.153,D (Nunes),Pasture B
08/14/2012,a,Bernot,D Ranch,,,7:40,10,Yes,,3,,,,35,3,48,,1,,,,,,hazed to DB tract ,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
05/12/2015,a,Bernot,D Ranch,w,,7:40,10,Yes,14,,3,,,23,3,50,,1,,,,,ft,,kkk,bottom of WD res cyn,D Ranch,502905.8875,4209737.762,D (Spaletta),West
07/25/2012,a,Bernot,D Ranch,,,6:05,10,Yes,,3,,,,38,3,51,,1,,,,,,,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
07/17/2013,a,Press,D Ranch,,,14:30,10,Yes,,1,1,1,,40,2,53,,1,,,1,0,,"7 cows grazing, the rest are bedded",q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
12/11/2012,a,Bernot,D Ranch,,,8:12,10,Yes,,2,1,,,42,3,55,,1,,,1,1,rf,,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
09/23/2013,b,Press,D Ranch,,,13:45,10,Yes,,1,,2,,44,1,57,,1,,,x,0,,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
09/11/2012,b,Bernot,D Ranch,,,17:00,10,Yes,,3,,,,45,3,58,,1,,,,,,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
07/27/2015,a,Bernot,D Ranch,,,6:00,10,Yes,17,3,,,,34,3,64,,1,,,1,1,,hazed to DBT,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
07/02/2014,b,Bernot,D Ranch,,,18:48,10,Yes,16,2,1,,,40,3,69,,1,,,,0,f,cross to DBt 1921,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
06/19/2015,a,Bernot,D Ranch,f,,7:54,15,,6,2,,2,,0,2,25,,1,,,,,,crossing dbr w to e,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
08/22/2012,b,Bernot,D Ranch,,,15:37,10,Yes,,4,,,,26,4,40,,1,,,,,,"main harem, in p and q",q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
08/20/2015,a,Bernot,D Ranch,o,,5:50,10,Yes,,4,,,,26,4,40,,1,,,,,st,haze called off due to limping calf,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
04/19/2014,a,Bernot,D Ranch,,,12:10,10,Yes,3,,,,4,28,4,45,,1,,,x,x,r,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
01/04/2013,a,Bernot,D Ranch,,,13:26,10,Yes,,,,4,,34,0,48,,1,,,x,0,r,prime bull has left harem,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
09/20/2012,a,Bernot,D Ranch,,,6:45,10,Yes,,4,,,,36,4,50,,1,,,,,,hazed to oo 720,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
08/25/2014,b,Bernot,D Ranch,,,18:10,10,Yes,,4,,,,38,4,52,,1,,,,x,fs,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
11/12/2014,a,Bernot,D Ranch,p,,10:05,35,,15,,,4,,0,0,54,,1,,,,,f,barbed wire bull,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
07/30/2012,a,Bernot,D Ranch,,,10:00,10,Yes,,4,,,,41,4,55,,1,,,,,,,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/24/2015,a,Bernot,D Ranch,o,,6:00,10,Yes,,4,,,,43,4,57,,1,,,,,t,hazed to WD 630,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/27/2015,a,Bernot,D Ranch,b,,8:30,10,Yes,,4,,,,50,4,64,,1,,,,,t,"hazed to WD 840, DBt, OH 903",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/07/2012,a,Bernot,D Ranch,,,6:30,10,Yes,,5,,,,8,5,23,,1,,,,,s,rutting behaviors,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
03/19/2013,a,Bernot,D Ranch,,,11:56,10,Yes,,,,,5,11,5,26,,1,,,x,1,r,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
08/04/2014,b,Bernot,D Ranch,,,18:27,10,Yes,,5,,,,23,5,38,,1,,,,x,rs,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
09/10/2012,a,Bernot,D Ranch,,,6:10,10,Yes,,5,,,,25,5,40,,1,,,,,,hazed to kkk,yy,C ranch near SFD,D Ranch,501961.2338,4210598.075,C (Spaletta),Dam Field
08/22/2013,a,Bernot,D Ranch,,,7:30,10,Yes,,5,,,,41,5,56,,1,,,1,1,t,,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
10/18/2013,a,Bernot,D Ranch,,,10:28,10,Yes,,1,,4,,45,1,60,,1,,,0,1,r,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
10/24/2013,a,Bernot,D Ranch,,,7:27,10,Yes,11,1,,4,,34,1,60,,1,,,0,0,f,hazed to WD,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
05/19/2014,a,Bernot,D Ranch,w,,11:00,42,,19,,,4,1,0,1,66,,1,,,,x,t,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
07/21/2015,a,Bernot,D Ranch,,,6:00,10,Yes,,,,,5,51,5,66,,1,,,,1,t,Did not haze,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
11/25/2014,a,Bernot,D Ranch,,,7:11,10,Yes,12,,,5,,42,0,69,,1,,,,,t,crossing road to OH,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
09/12/2012,a,Bernot,D Ranch,,,7:04,12,,2,2,,4,,0,2,20,,1,,,,,,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
11/07/2012,a,Bernot,D Ranch,,,6:58,10,Yes,1,1,,5,,6,1,23,,1,,,1,1,f,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
09/12/2012,b,Bernot,D Ranch,,,18:30,10,Yes,2,2,,4,,6,2,24,,1,,,,,,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
10/24/2014,a,Bernot,D Ranch,c,,7:20,18,,8,,,6,,0,0,32,,1,,,,1,f,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
09/08/2011,a,Bernot,D Ranch,,,,10,Yes,,6,,,,17,6,33,,1,,,,,,"fresh feces at rr, damage to electric fence",oo,C ranch- west D border fence gulch,D Ranch,502611.7336,4209996.072,D (Spaletta),West
08/22/2012,a,Bernot,D Ranch,,,7:20,10,Yes,,4,,2,,17,4,33,,1,,,,,s,"heavy rutting, moving towards permit, hazed to v",tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
11/19/2012,a,Bernot,D Ranch,,,8:00,10,Yes,12,1,,5,,22,1,50,,1,,,1,1,f,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
08/02/2012,a,Bernot,D Ranch,,,6:05,10,Yes,,6,,,,44,6,60,,1,,,,,fs,hazed to west D ranch 15 minutes,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
01/15/2016,a,Bernot,D Ranch,,,9:00,10,Yes,14,1,,5,,34,1,64,,1,,,,1,t,,kk,west D natural area high,D Ranch,503072.0955,4209581.746,Non-permit,Non-permit
