Total.Residence.hrs,Num.animals,Revisits,coordIdx,Avg.Residence.hrs,x,y
126.86,3,29,1036,42.3,503163.411203645,4210157.20248269
118.41,2,23,1037,59.2,503149.368528414,4210163.85422077
26.26,2,14,1038,13.1,503217.750538832,4210324.76254308
99.02,3,35,1039,33,503126.510433598,4210275.90780891
74.06,3,33,1040,24.7,502998.388586794,4210296.94076208
32.91,2,16,1041,16.5,503205.472673251,4210307.00525118
47.19,3,20,1042,15.7,502945.467872537,4211048.07278993
33.61,3,16,1043,11.2,502796.486042205,4210528.76057877
35.46,3,17,1044,11.8,502799.119203419,4210526.54242381
110.78,3,39,1045,36.9,503042.24827114,4210336.9000301
177.32,3,48,1046,59.1,503005.381544572,4210370.17222806
186.84,3,54,1047,62.3,502994.85051848,4210373.49694184
16.19,2,8,1048,8.1,503118.590935928,4210333.60026777
115.73,3,42,1049,38.6,502961.486820107,4210426.74214507
78.78,2,28,1050,39.4,502731.568372107,4210484.35742694
105.64,2,33,1051,52.8,502772.802362608,4210505.4523866
110.45,3,43,1052,36.8,502794.744791926,4210488.81693971
5.25,2,3,1053,2.6,502909.689920448,4210498.84288559
105.94,3,39,1054,35.3,502978.155654397,4210435.6244435
2.58,2,5,1055,1.3,503358.119942001,4210394.71942361
124.74,3,28,1056,41.6,503178.330112508,4210153.8796953
113.88,2,24,1057,56.9,503178.335731107,4210139.45582844
133.56,3,28,1058,44.5,503187.976186382,4210170.52638472
90.61,3,27,1059,30.2,503161.636843328,4210207.13057502
94.31,3,28,1060,31.4,503158.127697314,4210204.91015903
4.62,2,5,1061,2.3,503060.56103805,4210642.02734209
32.4,1,6,1062,32.4,503192.135790412,4210753.03069776
11.91,3,5,1063,4,503335.211086853,4210625.49206467
130.78,3,29,1064,43.6,503162.530256616,4210166.07836848
136.26,3,30,1065,45.4,503166.916923558,4210168.29912678
112.93,2,24,1066,56.5,503166.927689791,4210140.56092097
25.49,3,14,1067,8.5,503259.035934935,4210216.04512622
32.75,3,13,1068,10.9,503250.26225809,4210212.71304089
48.55,3,19,1069,16.2,503237.994861862,4210168.32702445
7.8,2,5,1070,3.9,503337.9642057,4210330.35848319
93.36,3,28,1071,31.1,503194.11003557,4210192.71935263
28.22,2,15,1072,14.1,503216.878737295,4210310.33832639
40.02,2,17,1073,20,503205.462647223,4210332.52440704
67.41,3,24,1074,22.5,503063.304216338,4210346.89366694
127.43,3,38,1075,42.5,503109.849469112,4210245.94416998
63.74,3,26,1076,21.2,503146.692363879,4210277.02509619
10.29,1,4,1077,10.3,503043.857526376,4210727.45484779
10.01,1,4,1078,10,503069.283818637,4210779.61225674
36.29,2,7,1079,18.1,502902.552124624,4210830.58958416
35.03,2,17,1080,17.5,502629.727327957,4210652.97237827
79.37,2,30,1081,39.7,502671.870884106,4210574.20950467
92.13,2,34,1082,46.1,502661.325417645,4210623.02533783
72.78,2,27,1083,36.4,502658.689070697,4210635.22929881
102.87,2,33,1084,51.4,502759.644454142,4210493.24310691
91.05,2,18,1085,45.5,502860.514261845,4210605.34028283
75.14,2,16,1086,37.6,502828.041378342,4210625.30048586
177.34,3,49,1087,59.1,503004.504469475,4210369.06237628
143.57,3,47,1088,47.9,502979.044879966,4210403.44843219
166.23,3,47,1089,55.4,502979.052172361,4210383.47691678
101.01,3,42,1090,33.7,502792.119593896,4210467.73499169
111.24,2,38,1091,55.6,502778.950693405,4210487.70201564
79.35,3,28,1092,26.4,502836.002509481,4210441.12143521
32.91,3,18,1093,11,502998.326199909,4210466.69864012
56.5,1,14,1094,56.5,503152.753355507,4210487.8379054
87.85,3,27,1095,29.3,503044.867896476,4210371.29639774
159.44,3,48,1096,53.1,503018.554883392,4210340.2198158
72.84,2,28,1097,36.4,503034.373993767,4210274.76349392
138.44,3,44,1098,46.1,502965.021327158,4210359.06217331
146.95,3,46,1099,49,502988.718702685,4210344.64694648
162.6,3,51,1100,54.2,502993.98158549,4210350.1965196
44.69,1,11,1101,44.7,503205.426901829,4210423.50575346
56.34,1,12,1102,56.3,503123.794262127,4210494.48393958
77.26,3,22,1103,25.8,503041.35175813,4210387.93801776
116.18,3,39,1104,38.7,503083.510300478,4210283.65814481
116.03,3,41,1105,38.7,503065.089199793,4210267.00827484
123.59,3,42,1106,41.2,502958.880542538,4210354.62182909
98.36,3,39,1107,32.8,502945.715057412,4210363.49329482
99.5,3,38,1108,33.2,502951.859856818,4210356.83834339
24.78,1,7,1109,24.8,503098.343830346,4210504.45999527
54.93,1,12,1110,54.9,503126.423271584,4210503.36117849
88.3,3,33,1111,29.4,503071.213704171,4210314.72030855
154.71,3,44,1112,51.6,503024.694412425,4210347.98879052
101.18,3,38,1113,33.7,503052.798460715,4210282.53706708
105.58,3,38,1114,35.2,503056.304692553,4210292.52413724
58.18,3,32,1115,19.4,502907.096650754,4210388.99860412
80.79,3,29,1116,26.9,502843.901340939,4210436.68606939
54.43,1,12,1117,54.4,503135.200097215,4210497.81690171
16.99,1,7,1118,17,503095.700055189,4210534.41627499
67.68,3,24,1119,22.6,503163.382812065,4210230.43135045
70.43,3,28,1120,23.5,503121.2823978,4210179.37682614
110.47,3,35,1121,36.8,503094.0616749,4210227.07618267
124.82,3,41,1122,41.6,502975.55762016,4210341.31354985
123.98,3,43,1123,41.3,502977.31461819,4210335.76654739
127.42,3,42,1124,42.5,502977.31259374,4210341.31419009
57.2,1,10,1125,57.2,503187.889481519,4210392.43207465
3.05,1,2,1126,3,503439.835607842,4210134.01423999
11.64,2,7,1127,5.8,503824.64789746,4209145.59643278
19.17,1,4,1128,19.2,503861.509320652,4209142.28520875
20.16,1,4,1129,20.2,503865.88741463,4209163.36829043
18.9,2,3,1130,9.4,503843.040206827,4209225.49100531
30.72,2,8,1131,15.4,503796.527560014,4209224.35970996
24.67,2,8,1132,12.3,503805.310354595,4209209.93995043
4.91,1,2,1133,4.9,502977.635667081,4209455.91101374
5.87,1,3,1134,5.9,502933.766537999,4209428.1569469
9.66,2,3,1135,4.8,502555.463481568,4209632.18273892
2.55,1,1,1136,2.5,502602.006160619,4209532.33998451
8.04,2,3,1137,4,502525.62599527,4209633.28297746
2.63,2,2,1138,1.3,502579.172411104,4209585.59004708
27.46,1,10,1139,27.5,503215.520717795,4209302.88653685
25.77,1,9,1140,25.8,503213.759841153,4209317.30969383
1.5,1,1,1141,1.5,502966.163383749,4209631.21215431
42.13,2,13,1142,21.1,503087.288506425,4209574.67117881
35.57,2,11,1143,17.8,503082.01931973,4209584.65493382
3.11,1,3,1144,3.1,503848.265042,4209312.03657265
1.34,1,1,1145,1.3,503944.880140153,4209147.87271218
21.7,1,11,1146,21.7,503692.086308283,4209237.62611899
1.78,1,2,1147,1.8,503417.445486826,4209118.7871369
66.44,2,23,1148,33.2,503158.361309513,4209601.32703398
6.55,1,4,1149,6.5,502923.229556849,4209444.79607304
4.29,1,3,1150,4.3,503088.221916297,4209427.10440453
0.55,1,1,1151,0.6,502761.699429525,4209606.7307955
43.22,3,21,1152,14.4,502150.708347206,4210385.43556397
137.07,3,42,1153,45.7,502073.419433965,4210662.79778202
131.61,3,39,1154,43.9,502051.482013824,4210667.23035248
43.48,3,23,1155,14.5,501994.464200858,4210599.53493931
54.87,3,28,1156,18.3,502184.052069135,4210387.66347921
19.52,3,12,1157,6.5,502369.249049726,4210221.28587405
23.71,3,11,1158,7.9,502400.848832054,4210188.00925947
17.13,3,7,1159,5.7,502293.770042063,4210271.19308583
56.37,3,27,1160,18.8,502205.101435384,4210425.39311757
18.21,2,11,1161,9.1,502394.695237397,4210225.73141651
18.1,3,11,1162,6,502155.132977772,4210244.52660502
129.41,3,38,1163,43.1,502033.932426855,4210669.44501644
130.49,3,40,1164,43.5,502027.788060387,4210678.31972009
29.49,3,13,1165,9.8,502091.802115085,4210833.66998528
16.72,2,9,1166,8.4,502626.932388579,4211157.80745112
16.64,2,9,1167,8.3,502627.810144982,4211156.69820381
158.41,3,32,1168,52.8,502533.973942743,4211010.21056508
140.7,3,33,1169,46.9,501982.119117682,4210849.17600908
138.34,3,36,1170,46.1,501977.734109115,4210840.29870923
106.24,3,29,1171,35.4,502042.672213206,4210808.1383586
102.55,3,32,1172,34.2,502048.817612876,4210794.82554723
23.66,3,14,1173,7.9,502282.323508388,4210410.99048098
19.17,3,7,1174,6.4,502297.276270379,4210284.50841437
16.61,2,8,1175,8.3,502277.979171919,4210256.76479151
21.16,3,16,1176,7.1,502183.115800196,4210607.34994474
125.81,3,40,1177,41.9,502050.59089621,4210721.59705889
128.59,3,38,1178,42.9,502051.471132218,4210710.5019879
117.29,3,33,1179,39.1,502022.487872019,4210821.44768211
144.94,3,34,1180,48.3,502017.213658496,4210860.27990657
17.73,3,9,1181,5.9,502405.254664424,4210125.87697167
33.27,3,13,1182,11.1,502376.317840426,4210053.74916029
20.42,2,10,1183,10.2,502320.146612993,4210089.2378958
8.42,1,7,1184,8.4,501926.078718542,4210360.96981171
131.98,3,43,1185,44,502050.598147538,4210692.74930113
131.59,3,40,1186,43.9,502059.375437843,4210681.65622034
73.64,3,25,1187,24.5,501951.440578239,4210717.13462149
207.89,3,51,1188,69.3,502016.356796265,4210777.0649896
18.64,3,11,1189,6.2,502142.707846352,4210778.20672815
6.53,3,8,1190,2.2,502265.611346719,4210555.22457382
1.73,1,4,1191,1.7,502434.17972168,4210235.72885671
49.37,3,21,1192,16.5,502008.501358985,4210608.41461542
42.95,3,21,1193,14.3,501980.421355948,4210613.95539573
118.87,3,30,1194,39.6,501968.950940815,4210876.9110569
189.13,3,53,1195,63,501974.242367678,4210765.95939554
154.11,3,45,1196,51.4,501963.714143261,4210761.51873718
35.87,3,19,1197,12,502189.297904609,4210458.67472475
59.05,3,24,1198,19.7,502209.494533024,4210404.31326023
2.74,1,4,1199,2.7,502423.644141357,4210254.58770419
116.69,3,37,1200,38.9,502042.710830814,4210653.91380189
150.94,3,51,1201,50.3,502021.640682742,4210699.3992488
135.13,3,40,1202,45,502035.668502694,4210744.89343597
163.88,3,44,1203,54.6,502032.152925095,4210768.19267469
64.23,3,22,1204,21.4,502068.115622246,4210817.02100454
28.11,2,16,1205,14.1,502211.154161969,4210756.03440697
11.71,2,9,1206,5.9,502935.744871002,4211246.67516585
14.85,2,12,1207,7.4,502937.497252249,4211253.3329782
7.1,3,6,1208,2.4,502444.46798882,4211042.35961531
212.39,3,55,1209,70.8,501988.279802126,4210772.61998071
220.2,3,57,1210,73.4,501990.036036153,4210767.07276237
136.07,3,40,1211,45.4,502030.406604245,4210733.79683194
109.39,3,33,1212,36.5,502044.429310804,4210799.26256374
7.46,2,4,1213,3.7,502475.43458815,4210194.68871755
16.33,1,7,1214,16.3,502467.583370401,4210041.57144065
41.2,3,17,1215,13.7,502394.734640112,4210091.47850226
57.95,3,21,1216,19.3,502115.550660875,4210610.66073116
140.91,3,41,1217,47,502025.142763407,4210730.46693574
127.97,3,35,1218,42.7,502039.176611933,4210751.55148783
177.11,3,47,1219,59,502017.242741457,4210742.66980028
187.68,3,48,1220,62.6,502022.500800933,4210769.29980528
21.53,3,14,1221,7.2,502149.721516629,4210800.39916067
16.9,3,6,1222,5.6,502305.180602645,4210260.10101685
19.82,3,7,1223,6.6,502310.443062014,4210268.97873324
11.85,2,11,1224,5.9,502171.815169833,4210207.91659113
154.76,3,52,1225,51.6,502023.394753599,4210702.72827128
141.57,3,45,1226,47.2,502077.803021053,4210677.22277633
130.43,3,38,1227,43.5,502053.236637943,4210668.34032306
133.11,3,42,1228,44.4,502046.210067932,4210696.07678688
28.47,3,13,1229,9.5,502400.873644284,4210103.68511662
15.59,2,6,1230,7.8,502473.733739952,4210016.05415665
16.74,2,8,1231,8.4,502463.190416339,4210059.32256351
68.92,3,31,1232,23,502182.290576461,4210412.07263931
137.87,3,44,1233,46,502035.682346145,4210689.41697791
144.89,3,42,1234,48.3,502028.654750261,4210721.59157438
171.1,3,50,1235,57,501988.271148409,4210808.12491783
76.29,3,29,1236,25.4,502108.509204132,4210694.98312187
4.37,2,2,1237,2.2,502529.95361178,4209827.45164739
20.26,3,9,1238,6.8,502497.441089839,4209969.46120066
30.24,3,13,1239,10.1,502371.92960695,4210055.96693974
4.65,3,5,1240,1.6,501878.646260679,4210570.6596929
204.04,3,51,1241,68,501988.286292374,4210745.99127914
147.61,3,42,1242,49.2,501960.207843002,4210747.09401316
114.44,3,30,1243,38.1,501975.963654764,4210904.6509906
132.08,3,32,1244,44,501982.109412169,4210889.11906817
18.97,3,11,1245,6.3,502088.2756217,4210899.13132163
9.23,2,7,1246,4.6,503037.531545801,4211221.19324206
7.69,2,4,1247,3.8,502998.91446059,4211253.35532866
11.4,3,15,1248,3.8,502412.024766139,4210971.34005256
156.24,3,46,1249,52.1,501968.971829643,4210790.36776694
194.68,3,52,1250,64.9,501977.751593941,4210768.17930418
150.04,3,44,1251,50,502029.533024199,4210718.26320513
140.62,3,43,1252,46.9,502042.695828433,4210713.82837353
15.32,2,8,1253,7.7,502638.338933777,4211156.70160265
38.74,2,14,1254,19.4,503040.191016732,4211147.96524372
44.76,2,16,1255,22.4,503046.337375177,4211135.7627062
23.71,3,16,1256,7.9,502214.659412276,4210772.67829773
108.09,3,32,1257,36,502029.508180915,4210818.12083746
155.06,3,35,1258,51.7,501996.153958891,4210865.82237337
147.72,3,33,1259,49.2,501988.25654512,4210868.03950362
110.39,3,30,1260,36.8,502028.616673463,4210874.70661766
47,2,17,1261,23.5,503058.619745827,4211139.09589281
48.26,2,12,1262,24.1,503295.569564418,4211011.59223803
8.84,2,7,1263,4.4,503143.809317566,4210927.2080724
95.33,3,43,1264,31.8,502452.39371198,4210945.83290665
177.76,3,50,1265,59.3,501973.366537006,4210759.30200781
217.17,3,57,1266,72.4,501997.060181252,4210748.21248088
194.69,3,52,1267,64.9,502019.870127157,4210762.64197762
93.69,3,28,1268,31.2,502061.990400398,4210750.44769319
7.96,3,8,1269,2.7,502798.054490261,4211072.43054866
44.11,3,15,1270,14.7,502942.845247247,4211021.44312642
12.69,3,10,1271,4.2,503113.173585113,4210733.02865262
78.73,3,29,1272,26.2,502842.137111371,4210463.31414727
80.37,3,42,1273,26.8,502922.88774312,4210398.99000506
123.59,3,42,1274,41.2,502958.880542538,4210354.62182909
174.3,3,48,1275,58.1,503000.996982932,4210362.40391296
160.12,3,47,1276,53.4,503018.553651896,4210343.54840145
13.33,1,6,1277,13.3,503263.410122874,4210249.33273099
4.89,2,6,1278,2.4,503356.378216749,4210362.54237144
107.95,3,30,1279,36,503159.008635423,4210196.03427224
91.95,3,36,1280,30.7,503123.902166269,4210212.66368268
16.03,3,9,1281,5.3,503273.956556213,4210208.28440009
47.04,3,19,1282,15.7,503093.195953478,4210196.00905679
56.34,3,17,1283,18.8,503119.535025094,4210159.40464635
142.1,3,45,1284,47.4,503007.126697128,4210396.80156155
118.62,3,46,1285,39.5,502963.24379025,4210421.19513886
148.72,3,50,1286,49.6,502961.495680566,4210402.33251434
121.13,3,42,1287,40.4,503046.647308322,4210305.83486889
94.74,3,36,1288,31.6,503051.049698107,4210265.89348412
123.86,3,38,1289,41.3,503100.200374203,4210237.06426958
162.18,3,65,1290,54.1,502683.193585149,4210830.51448263
56.17,3,26,1291,18.7,502569.143568516,4210778.32988281
138.33,3,47,1292,46.1,502971.14594276,4210407.883667
128.65,3,39,1293,42.9,502994.83707821,4210410.11138668
23.59,2,13,1294,11.8,503225.656709276,4210302.57509143
106.07,3,36,1295,35.4,503077.364501581,4210292.53205336
74.08,2,28,1296,37,503036.128981667,4210274.7641468
96.93,3,34,1297,32.3,503109.862578995,4210211.54879091
113.48,3,39,1298,37.8,503133.541037379,4210248.17229161
126.55,3,37,1299,42.2,503109.850314913,4210243.72511321
122.51,3,42,1300,40.8,503038.741214763,4210329.13202233
6.77,2,6,1301,3.4,503341.463251765,4210356.98860541
46.83,3,21,1302,15.6,503231.859795136,4210149.46260898
131.14,3,30,1303,43.7,503166.913909002,4210176.06582461
123.26,2,25,1304,61.6,503154.633563737,4210163.85625471
76.43,2,17,1305,38.2,503149.383945841,4210123.91120508
110.21,2,24,1306,55.1,503158.152176403,4210141.66704797
106.17,2,21,1307,53.1,503171.318250469,4210132.7959277
108.21,3,31,1308,36.1,503162.518645131,4210196.03563197
35.08,2,17,1309,17.5,503208.095546747,4210331.41591318
105.64,3,36,1310,35.2,503132.669504605,4210232.63855736
34.76,3,18,1311,11.6,503101.098535739,4210182.69771514
104.7,3,34,1312,34.9,503080.01833882,4210235.94709745
63.63,2,24,1313,31.8,503031.745222456,4210264.77675949
156.35,3,48,1314,52.1,502998.372276704,4210341.32190239
14.42,2,7,1315,7.2,503108.931807375,4210351.34904081
46.47,1,13,1316,46.5,503221.22851434,4210405.75951545
50.95,1,11,1317,51,503214.21566917,4210388.00428851
30.56,1,10,1318,30.6,503013.214560371,4210544.37115376
79.74,3,35,1319,26.6,502835.990938873,4210474.40729738
57.49,3,29,1320,19.2,502926.406420851,4210374.58163361
92.47,2,35,1321,46.2,502750.878354389,4210467.72098168
51.12,2,15,1322,25.6,502961.434864716,4210569.87136183
45.66,2,15,1323,22.8,502954.410747191,4210582.07363508
134.06,3,42,1324,44.7,503096.684065498,4210253.70586242
129.48,3,43,1325,43.2,503113.354800169,4210258.15032094
118.17,3,40,1326,39.4,503118.617230054,4210264.80950216
116.87,3,38,1327,39,503078.259993725,4210244.82266214
69.16,3,29,1328,23.1,503087.925899959,4210209.32140224
78.75,3,34,1329,26.2,503064.223372503,4210235.94115019
91.8,3,37,1330,30.6,503078.26627279,4210228.1797366
6.24,2,6,1331,3.1,503299.392423104,4210237.1423881
106.28,3,38,1332,35.4,503058.937584664,4210291.41559532
30.48,3,16,1333,10.2,502992.181038263,4210474.46308642
81.65,2,27,1334,40.8,502861.443477637,4210457.7732514
109,2,37,1335,54.5,502773.685867206,4210487.70022401
90.17,2,33,1336,45.1,502655.189722424,4210603.05181445
92.51,2,34,1337,46.3,502663.08685,4210603.05438852
46.15,2,24,1338,23.1,502623.590864363,4210635.21793584
167.4,3,57,1339,55.8,502462.934162907,4210908.11207493
88.67,3,31,1340,29.6,502690.188176654,4210905.9647961
127.32,3,47,1341,42.4,502654.212264952,4210910.39112945
250.58,3,73,1342,83.5,502571.738809603,4210895.9408264
260.87,3,77,1343,87,502602.455838016,4210873.75997683
199.68,3,68,1344,66.6,502517.33867112,4210894.81432762
95.11,2,22,1345,47.6,503188.87016957,4210128.36465509
113.52,3,28,1346,37.8,503197.636135322,4210151.66818171
92.98,3,33,1347,31,503119.487937627,4210282.56229255
