Total.Residence.hrs,Num.animals,Revisits,coordIdx,Avg.Residence.hrs,x,y
17.44,1,6,1748,17.4,503196.239187322,4209237.41687616
17.34,1,6,1749,17.3,503195.361581804,4209237.41653252
3.09,1,3,1750,3.1,503483.60778931,4210375.91004951
18.44,2,5,1751,9.2,503240.413198842,4210707.55902665
34.44,3,15,1752,11.5,503135.942787587,4210848.42843957
1.64,2,2,1753,0.8,502922.682623164,4210971.50703602
233.24,3,75,1754,77.7,502544.534069863,4210910.35617977
83.73,3,23,1755,27.9,501992.628517785,4210930.17422446
56.21,3,21,1756,18.7,502048.788352863,4210911.32613353
236.65,3,70,1757,78.9,502615.608742145,4210900.39289352
18.35,1,7,1758,18.4,502970.956428512,4210928.25281581
5.18,1,3,1759,5.2,503504.370434127,4211067.15576732
4.78,1,2,1760,4.8,503513.133530613,4211092.67872749
17.87,2,16,1761,8.9,502873.432242632,4211297.69136788
143.54,3,31,1762,47.8,502011.065624263,4210884.68803741
84.47,3,23,1763,28.2,502004.912445399,4210930.1772344
44.12,3,18,1764,14.7,502054.93675949,4210885.80850063
6.55,3,7,1765,2.2,502296.191716699,4211020.12593181
118.02,3,45,1766,39.3,502618.267731129,4210817.1790317
190.36,3,70,1767,63.5,502661.254835534,4210839.38353193
1.68,2,3,1768,0.8,502897.976126936,4211362.05281293
13.93,1,4,1769,13.9,503518.898991672,4209931.00428633
37.6,1,15,1770,37.6,503368.803636276,4210021.92224525
38.88,1,14,1771,38.9,503365.320092513,4209957.56817524
39.32,1,15,1772,39.3,503369.682073844,4210019.70355156
38.54,1,14,1773,38.5,503364.442564427,4209957.56781337
1.23,1,1,1774,1.2,503485.437170025,4210201.71482885
5.6,2,5,1775,2.8,503550.280089497,4210413.66277116
70.55,2,25,1776,35.3,503932.197360906,4209970.02647169
59.1,2,21,1777,29.6,503911.152140582,4209937.84004012
66.61,2,19,1778,33.3,503121.516253331,4209568.02703478
29.5,2,8,1779,14.8,503090.814331424,4209533.6200009
30.84,2,8,1780,15.4,503088.178671447,4209541.38569447
11.12,2,5,1781,5.6,503132.977479265,4209430.45004435
8.63,1,11,1782,8.6,503367.114522335,4209862.14950657
1.15,1,1,1783,1.1,503598.696076987,4210063.07294375
49.56,1,15,1784,49.6,503388.127069453,4209978.65864748
35.9,1,13,1785,35.9,503356.540703988,4209967.550312
66.21,2,21,1786,33.1,503130.275780563,4209610.19243234
35,1,13,1787,35,503155.707157746,4209656.80238229
7.63,1,5,1788,7.6,503281.954924335,4209957.53421908
8.44,1,6,1789,8.4,503265.277006761,4209969.73233706
25.95,1,10,1790,25.9,503492.572113223,4209933.21203162
28.47,1,11,1791,28.5,503489.936673832,4209939.86807248
2.97,1,2,1792,3,503527.535671862,4210251.66170704
22.49,1,9,1793,22.5,503188.742678081,4210454.5660243
35.98,3,20,1794,12,502155.037139964,4210607.34247917
40.98,3,22,1795,13.7,502103.270828879,4210592.90509136
38.85,3,16,1796,13,502222.570885371,4210719.42304314
38.23,3,17,1797,12.7,502240.120721,4210716.09925568
146.79,3,40,1798,48.9,502855.042134136,4211197.82718975
163.66,3,56,1799,54.6,502820.817603129,4211215.56776427
118.43,3,54,1800,39.5,502824.317953415,4211242.19770006
92.39,2,34,1801,46.2,502790.119863689,4211183.38083175
63.51,1,19,1802,63.5,503140.804857603,4209614.63458775
29.29,1,11,1803,29.3,503190.81174357,4209651.26839501
55.95,1,17,1804,56,503135.535631134,4209624.61830883
45.94,1,15,1805,45.9,503127.630327257,4209643.47724286
8.26,1,7,1806,8.3,503327.620319601,4209874.33811278
5.1,1,3,1807,5.1,503715.337095262,4210214.02109097
38.01,2,19,1808,19,503931.30326261,4210004.4214161
13.05,2,5,1809,6.5,503819.904576657,4209904.51097081
62.08,2,19,1810,31,503129.396513248,4209614.630205
56.64,2,17,1811,28.3,503103.086440378,4209570.23906097
35.54,2,11,1812,17.8,503075.884288151,4209563.57159861
60.39,1,18,1813,60.4,503139.926865748,4209615.74377736
18.8,2,5,1814,9.4,503388.792605955,4210489.04206454
12.06,1,4,1815,12.1,503390.542936722,4210500.13808189
10.43,1,3,1816,10.4,503369.476331107,4210517.88181853
2.71,1,2,1817,2.7,503741.823908459,4209861.20319966
3.99,1,7,1818,4,503356.585431339,4209858.81658493
15.92,1,7,1819,15.9,503195.193032278,4209667.91302267
66.19,2,21,1820,33.1,503132.030059759,4209612.41216037
28.15,1,11,1821,28.1,503192.565997468,4209653.48813621
5.3,1,3,1822,5.3,503721.482129346,4210208.47624858
5.33,1,3,1823,5.3,503725.869634998,4210208.47825095
40.67,2,19,1824,20.3,503934.815495157,4209999.984996
60.27,2,20,1825,30.1,503914.663858466,4209934.51313967
63.6,2,20,1826,31.8,503112.729550469,4209596.87139142
63.51,2,20,1827,31.8,503112.729973672,4209595.76186415
70.7,2,23,1828,35.4,503146.074096948,4209604.65087021
9.33,1,5,1829,9.3,503277.676914881,4209684.5886493
1.16,1,1,1830,1.2,503447.673647399,4210274.92767087
23.1,3,8,1831,7.7,503446.727249589,4210438.02800234
10.39,2,5,1832,5.2,503454.631114783,4210422.49794055
18.17,1,8,1833,18.2,503533.901104825,4209736.84338604
6.49,1,2,1834,6.5,503088.105614764,4209734.44345317
6.44,1,2,1835,6.4,503090.737010255,4209737.77303241
17.27,1,7,1836,17.3,503218.024447993,4209630.19805752
11.65,1,7,1837,11.7,503210.985169168,4209677.90496947
7.92,2,4,1838,4,503827.665491925,4210196.32055662
8.19,2,4,1839,4.1,503830.298520128,4210195.21226369
8.53,1,2,1840,8.5,503859.268700041,4210168.59722981
8.85,1,5,1841,8.8,503750.650289796,4209750.25446249
50.59,1,15,1842,50.6,503132.899105954,4209634.60304374
6.61,1,2,1843,6.6,503093.370085962,4209736.66450243
28.18,1,12,1844,28.2,503192.584228142,4209606.88798797
21.96,1,11,1845,22,503200.482320225,4209606.89108163
55.84,2,18,1846,27.9,503938.363075585,4209922.31973422
61.21,2,21,1847,30.6,503954.137143715,4209966.70848936
62.19,2,22,1848,31.1,503948.868759114,4209973.36310731
11.41,2,6,1849,5.7,503883.093876281,4209890.11693128
38.74,1,16,1850,38.7,503175.039819203,4209589.128704
9.05,2,4,1851,4.5,502441.976909791,4210570.80886455
26.51,3,15,1852,8.8,502405.096025846,4210663.99835248
28.47,2,13,1853,14.2,502211.053711237,4211126.61727579
24.18,2,9,1854,12.1,503106.903424931,4211069.2137506
31.89,2,10,1855,15.9,503106.015876538,4211095.84213196
9.09,3,8,1856,3,502837.456028248,4211307.66454572
12.36,1,8,1857,12.4,502671.692454646,4211118.98843889
32.62,2,13,1858,16.3,502200.498841932,4211223.14353378
29.78,2,12,1859,14.9,502233.835479805,4211238.68601742
332.84,2,67,1860,166.4,502067.868343659,4211792.29801858
338.27,2,60,1861,169.1,502089.810993086,4211755.6890879
1.97,1,1,1862,2,502039.934460198,4211229.75897676
8.57,2,4,1863,4.3,502054.828027662,4211317.41559955
3.86,1,2,1864,3.9,501957.380336867,4211560.3788008
28.63,2,14,1865,14.3,502106.609598703,4211255.29511785
31.75,2,14,1866,15.9,502126.785482304,4211270.83377616
